MSA,Year,HPI (Not Seasonally Adjusted)
"San Jose-Sunnyvale-Santa Clara, CA",2011,235.93
"San Jose-Sunnyvale-Santa Clara, CA",2012,242.71
"San Jose-Sunnyvale-Santa Clara, CA",2013,276.9325
"San Jose-Sunnyvale-Santa Clara, CA",2014,309.9225
"San Jose-Sunnyvale-Santa Clara, CA",2015,341.0725
"San Jose-Sunnyvale-Santa Clara, CA",2016,368.1625
"San Jose-Sunnyvale-Santa Clara, CA",2017,384.78
"San Jose-Sunnyvale-Santa Clara, CA",2018,422.9175
"San Jose-Sunnyvale-Santa Clara, CA",2019,418.1175
"San Jose-Sunnyvale-Santa Clara, CA",2020,417.0225
"San Jose-Sunnyvale-Santa Clara, CA",2021,442.5675
"San Jose-Sunnyvale-Santa Clara, CA",2022,511.125
"San Jose-Sunnyvale-Santa Clara, CA",2023,517.555
"San Luis Obispo-Paso Robles, CA",1977,40.21
"San Luis Obispo-Paso Robles, CA",1978,42.575
"San Luis Obispo-Paso Robles, CA",1979,44.385
"San Luis Obispo-Paso Robles, CA",1980,47.585
"San Luis Obispo-Paso Robles, CA",1981,51.8425
"San Luis Obispo-Paso Robles, CA",1982,55.1625
"San Luis Obispo-Paso Robles, CA",1983,57.7975
"San Luis Obispo-Paso Robles, CA",1984,61.61
"San Luis Obispo-Paso Robles, CA",1985,64.9125
"San Luis Obispo-Paso Robles, CA",1986,69.125
"San Luis Obispo-Paso Robles, CA",1987,73.1925
"San Luis Obispo-Paso Robles, CA",1988,80.4225
"San Luis Obispo-Paso Robles, CA",1989,104.2675
"San Luis Obispo-Paso Robles, CA",1990,120.9125
"San Luis Obispo-Paso Robles, CA",1991,116.3875
"San Luis Obispo-Paso Robles, CA",1992,111.975
"San Luis Obispo-Paso Robles, CA",1993,107.17
"San Luis Obispo-Paso Robles, CA",1994,102.855
"San Luis Obispo-Paso Robles, CA",1995,101.37
"San Luis Obispo-Paso Robles, CA",1996,101.8475
"San Luis Obispo-Paso Robles, CA",1997,104.4475
"San Luis Obispo-Paso Robles, CA",1998,111.665
"San Luis Obispo-Paso Robles, CA",1999,122.6075
"San Luis Obispo-Paso Robles, CA",2000,143.5625
"San Luis Obispo-Paso Robles, CA",2001,166.46
"San Luis Obispo-Paso Robles, CA",2002,190.3275
"San Luis Obispo-Paso Robles, CA",2003,214.6
"San Luis Obispo-Paso Robles, CA",2004,254.7275
"San Luis Obispo-Paso Robles, CA",2005,304.25
"San Luis Obispo-Paso Robles, CA",2006,318.3675
"San Luis Obispo-Paso Robles, CA",2007,300.76
"San Luis Obispo-Paso Robles, CA",2008,268.27
"San Luis Obispo-Paso Robles, CA",2009,240.62
"San Luis Obispo-Paso Robles, CA",2010,225.2425
"San Luis Obispo-Paso Robles, CA",2011,211.255
"San Luis Obispo-Paso Robles, CA",2012,213.805
"San Luis Obispo-Paso Robles, CA",2013,235.6775
"San Luis Obispo-Paso Robles, CA",2014,259.5775
"San Luis Obispo-Paso Robles, CA",2015,275.28
"San Luis Obispo-Paso Robles, CA",2016,294.3125
"San Luis Obispo-Paso Robles, CA",2017,310.435
"San Luis Obispo-Paso Robles, CA",2018,326.9425
"San Luis Obispo-Paso Robles, CA",2019,335.3075
"San Luis Obispo-Paso Robles, CA",2020,346.385
"San Luis Obispo-Paso Robles, CA",2021,389.5225
"San Luis Obispo-Paso Robles, CA",2022,453.14
"San Luis Obispo-Paso Robles, CA",2023,462.2
"San Rafael, CA (MSAD)",1976,22.26
"San Rafael, CA (MSAD)",1977,25.92
"San Rafael, CA (MSAD)",1978,30.715
"San Rafael, CA (MSAD)",1979,40.7825
"San Rafael, CA (MSAD)",1980,45.575
"San Rafael, CA (MSAD)",1981,50.80666667
"San Rafael, CA (MSAD)",1982,43.435
"San Rafael, CA (MSAD)",1983,49.0325
"San Rafael, CA (MSAD)",1984,49.4275
"San Rafael, CA (MSAD)",1985,52.15
"San Rafael, CA (MSAD)",1986,55.31
"San Rafael, CA (MSAD)",1987,62.555
"San Rafael, CA (MSAD)",1988,75.745
"San Rafael, CA (MSAD)",1989,93.555
"San Rafael, CA (MSAD)",1990,100.7125
"San Rafael, CA (MSAD)",1991,101.21
"San Rafael, CA (MSAD)",1992,102.02
"San Rafael, CA (MSAD)",1993,101.3775
"San Rafael, CA (MSAD)",1994,100.715
"San Rafael, CA (MSAD)",1995,101.775
"San Rafael, CA (MSAD)",1996,102.765
"San Rafael, CA (MSAD)",1997,107.865
"San Rafael, CA (MSAD)",1998,116.79
"San Rafael, CA (MSAD)",1999,131.6275
"San Rafael, CA (MSAD)",2000,160.4125
"San Rafael, CA (MSAD)",2001,177.6425
"San Rafael, CA (MSAD)",2002,187.58
"San Rafael, CA (MSAD)",2003,197.6525
"San Rafael, CA (MSAD)",2004,219.3975
"San Rafael, CA (MSAD)",2005,257.76
"San Rafael, CA (MSAD)",2006,269.605
"San Rafael, CA (MSAD)",2007,265.53
"San Rafael, CA (MSAD)",2008,246.9125
"San Rafael, CA (MSAD)",2009,224.2
"San Rafael, CA (MSAD)",2010,215.215
"San Rafael, CA (MSAD)",2011,206.01
"San Rafael, CA (MSAD)",2012,210.185
"San Rafael, CA (MSAD)",2013,231.7425
"San Rafael, CA (MSAD)",2014,255.9175
"San Rafael, CA (MSAD)",2015,278.3675
"San Rafael, CA (MSAD)",2016,297.8925
"San Rafael, CA (MSAD)",2017,306.275
"San Rafael, CA (MSAD)",2018,322.26
"San Rafael, CA (MSAD)",2019,322.3925
"San Rafael, CA (MSAD)",2020,320.21
"San Rafael, CA (MSAD)",2021,343.16
"San Rafael, CA (MSAD)",2022,390.9
"San Rafael, CA (MSAD)",2023,404.48
"Santa Cruz-Watsonville, CA",1978,31.29
"Santa Cruz-Watsonville, CA",1979,36.8
"Santa Cruz-Watsonville, CA",1980,42.7725
"Santa Cruz-Watsonville, CA",1981,47.195
"Santa Cruz-Watsonville, CA",1982,48
"Santa Cruz-Watsonville, CA",1983,48.9975
"Santa Cruz-Watsonville, CA",1984,51.06
"Santa Cruz-Watsonville, CA",1985,54.2075
"Santa Cruz-Watsonville, CA",1986,58.895
"Santa Cruz-Watsonville, CA",1987,65.7975
"Santa Cruz-Watsonville, CA",1988,76.53
"Santa Cruz-Watsonville, CA",1989,96.025
"Santa Cruz-Watsonville, CA",1990,105.12
"Santa Cruz-Watsonville, CA",1991,105.075
"Santa Cruz-Watsonville, CA",1992,103.9875
"Santa Cruz-Watsonville, CA",1993,101.685
"Santa Cruz-Watsonville, CA",1994,99.3225
"Santa Cruz-Watsonville, CA",1995,100.31
"Santa Cruz-Watsonville, CA",1996,101.4175
"Santa Cruz-Watsonville, CA",1997,106.6725
"Santa Cruz-Watsonville, CA",1998,119.47
"Santa Cruz-Watsonville, CA",1999,135.7775
"Santa Cruz-Watsonville, CA",2000,168.0375
"Santa Cruz-Watsonville, CA",2001,191.7825
"Santa Cruz-Watsonville, CA",2002,201.8875
"Santa Cruz-Watsonville, CA",2003,212.305
"Santa Cruz-Watsonville, CA",2004,240.99
"Santa Cruz-Watsonville, CA",2005,287.8325
"Santa Cruz-Watsonville, CA",2006,308.13
"Santa Cruz-Watsonville, CA",2007,295.5675
"Santa Cruz-Watsonville, CA",2008,260.86
"Santa Cruz-Watsonville, CA",2009,230.35
"Santa Cruz-Watsonville, CA",2010,219.6
"Santa Cruz-Watsonville, CA",2011,207.5175
"Santa Cruz-Watsonville, CA",2012,209.6675
"Santa Cruz-Watsonville, CA",2013,230.9075
"Santa Cruz-Watsonville, CA",2014,255.165
"Santa Cruz-Watsonville, CA",2015,279.4075
"Santa Cruz-Watsonville, CA",2016,301.6475
"Santa Cruz-Watsonville, CA",2017,321.0825
"Santa Cruz-Watsonville, CA",2018,337.33
"Santa Cruz-Watsonville, CA",2019,343.6375
"Santa Cruz-Watsonville, CA",2020,347.5625
"Santa Cruz-Watsonville, CA",2021,389.97
"Santa Cruz-Watsonville, CA",2022,445.2525
"Santa Cruz-Watsonville, CA",2023,437.44
"Santa Fe, NM",1983,52.67
"Santa Fe, NM",1984,54.955
"Santa Fe, NM",1985,57.185
"Santa Fe, NM",1986,57.6175
"Santa Fe, NM",1987,58.2975
"Santa Fe, NM",1988,59.84
"Santa Fe, NM",1989,63.3925
"Santa Fe, NM",1990,68.6575
"Santa Fe, NM",1991,73.6075
"Santa Fe, NM",1992,79.7175
"Santa Fe, NM",1993,87.125
"Santa Fe, NM",1994,95.535
"Santa Fe, NM",1995,102.43
"Santa Fe, NM",1996,103.3
"Santa Fe, NM",1997,104.04
"Santa Fe, NM",1998,107.4425
"Santa Fe, NM",1999,109.975
"Santa Fe, NM",2000,114.4975
"Santa Fe, NM",2001,122.3275
"Santa Fe, NM",2002,129.53
"Santa Fe, NM",2003,140.715
"Santa Fe, NM",2004,154.5725
"Santa Fe, NM",2005,172.69
"Santa Fe, NM",2006,190.075
"Santa Fe, NM",2007,199.175
"Santa Fe, NM",2008,194.4525
"Santa Fe, NM",2009,183.94
"Santa Fe, NM",2010,172.1775
"Santa Fe, NM",2011,163.8875
"Santa Fe, NM",2012,159.4625
"Santa Fe, NM",2013,160.34
"Santa Fe, NM",2014,161.57
"Santa Fe, NM",2015,167.4425
"Santa Fe, NM",2016,175.295
"Santa Fe, NM",2017,181.43
"Santa Fe, NM",2018,194.33
"Santa Fe, NM",2019,208.6725
"Santa Fe, NM",2020,222.545
"Santa Fe, NM",2021,254.12
"Santa Fe, NM",2022,297.605
"Santa Fe, NM",2023,311.965
"Santa Maria-Santa Barbara, CA",1977,32.105
"Santa Maria-Santa Barbara, CA",1978,36.3225
"Santa Maria-Santa Barbara, CA",1979,43.94
"Santa Maria-Santa Barbara, CA",1980,51.9175
"Santa Maria-Santa Barbara, CA",1981,56.6275
"Santa Maria-Santa Barbara, CA",1982,53.9325
"Santa Maria-Santa Barbara, CA",1983,57.0875
"Santa Maria-Santa Barbara, CA",1984,60.2425
"Santa Maria-Santa Barbara, CA",1985,65.37
"Santa Maria-Santa Barbara, CA",1986,69.8725
"Santa Maria-Santa Barbara, CA",1987,77.7675
"Santa Maria-Santa Barbara, CA",1988,88.6
"Santa Maria-Santa Barbara, CA",1989,105.7875
"Santa Maria-Santa Barbara, CA",1990,113.065
"Santa Maria-Santa Barbara, CA",1991,111.4625
"Santa Maria-Santa Barbara, CA",1992,108.4325
"Santa Maria-Santa Barbara, CA",1993,103.5425
"Santa Maria-Santa Barbara, CA",1994,101.6
"Santa Maria-Santa Barbara, CA",1995,100.885
"Santa Maria-Santa Barbara, CA",1996,101.6875
"Santa Maria-Santa Barbara, CA",1997,104.3625
"Santa Maria-Santa Barbara, CA",1998,114.325
"Santa Maria-Santa Barbara, CA",1999,127.585
"Santa Maria-Santa Barbara, CA",2000,143.895
"Santa Maria-Santa Barbara, CA",2001,165.705
"Santa Maria-Santa Barbara, CA",2002,193.0675
"Santa Maria-Santa Barbara, CA",2003,220.6675
"Santa Maria-Santa Barbara, CA",2004,272.62
"Santa Maria-Santa Barbara, CA",2005,333.685
"Santa Maria-Santa Barbara, CA",2006,346.5275
"Santa Maria-Santa Barbara, CA",2007,308.8475
"Santa Maria-Santa Barbara, CA",2008,251.8775
"Santa Maria-Santa Barbara, CA",2009,225.755
"Santa Maria-Santa Barbara, CA",2010,215.0425
"Santa Maria-Santa Barbara, CA",2011,199.69
"Santa Maria-Santa Barbara, CA",2012,196.1625
"Santa Maria-Santa Barbara, CA",2013,218.265
"Santa Maria-Santa Barbara, CA",2014,243.905
"Santa Maria-Santa Barbara, CA",2015,261.6025
"Santa Maria-Santa Barbara, CA",2016,276.735
"Santa Maria-Santa Barbara, CA",2017,287.1075
"Santa Maria-Santa Barbara, CA",2018,298.6575
"Santa Maria-Santa Barbara, CA",2019,305.7375
"Santa Maria-Santa Barbara, CA",2020,316.7225
"Santa Maria-Santa Barbara, CA",2021,359.065
"Santa Maria-Santa Barbara, CA",2022,425.09
"Santa Maria-Santa Barbara, CA",2023,438.3
"Santa Rosa-Petaluma, CA",1976,24.46
"Santa Rosa-Petaluma, CA",1977,28.54
"Santa Rosa-Petaluma, CA",1978,34.5
"Santa Rosa-Petaluma, CA",1979,41.22
"Santa Rosa-Petaluma, CA",1980,47.2175
"Santa Rosa-Petaluma, CA",1981,51.0025
"Santa Rosa-Petaluma, CA",1982,49.8575
"Santa Rosa-Petaluma, CA",1983,52.415
"Santa Rosa-Petaluma, CA",1984,53.77
"Santa Rosa-Petaluma, CA",1985,56.5
"Santa Rosa-Petaluma, CA",1986,59.1725
"Santa Rosa-Petaluma, CA",1987,64.185
"Santa Rosa-Petaluma, CA",1988,72.7725
"Santa Rosa-Petaluma, CA",1989,91.2075
"Santa Rosa-Petaluma, CA",1990,103.8325
"Santa Rosa-Petaluma, CA",1991,105.1425
"Santa Rosa-Petaluma, CA",1992,104.8575
"Santa Rosa-Petaluma, CA",1993,103.1225
"Santa Rosa-Petaluma, CA",1994,101.4325
"Santa Rosa-Petaluma, CA",1995,101.215
"Santa Rosa-Petaluma, CA",1996,101.2925
"Santa Rosa-Petaluma, CA",1997,103.86
"Santa Rosa-Petaluma, CA",1998,110.92
"Santa Rosa-Petaluma, CA",1999,124.9675
"Santa Rosa-Petaluma, CA",2000,154.06
"Santa Rosa-Petaluma, CA",2001,177.3925
"Santa Rosa-Petaluma, CA",2002,188.845
"Santa Rosa-Petaluma, CA",2003,204.6
"Santa Rosa-Petaluma, CA",2004,239.005
"Santa Rosa-Petaluma, CA",2005,286.885
"Santa Rosa-Petaluma, CA",2006,296.8875
"Santa Rosa-Petaluma, CA",2007,274.96
"Santa Rosa-Petaluma, CA",2008,228.635
"Santa Rosa-Petaluma, CA",2009,201.8625
"Santa Rosa-Petaluma, CA",2010,194.005
"Santa Rosa-Petaluma, CA",2011,180.4325
"Santa Rosa-Petaluma, CA",2012,180.435
"Santa Rosa-Petaluma, CA",2013,208.6225
"Santa Rosa-Petaluma, CA",2014,238.4925
"Santa Rosa-Petaluma, CA",2015,259.6025
"Santa Rosa-Petaluma, CA",2016,280.8175
"Santa Rosa-Petaluma, CA",2017,302.8225
"Santa Rosa-Petaluma, CA",2018,327.03
"Santa Rosa-Petaluma, CA",2019,329.0275
"Santa Rosa-Petaluma, CA",2020,333.885
"Santa Rosa-Petaluma, CA",2021,365.175
"Santa Rosa-Petaluma, CA",2022,402.145
"Santa Rosa-Petaluma, CA",2023,405.82
"Savannah, GA",1984,69.9075
"Savannah, GA",1985,74.9975
"Savannah, GA",1986,79.18
"Savannah, GA",1987,80.9975
"Savannah, GA",1988,81.94
"Savannah, GA",1989,82.885
"Savannah, GA",1990,83.475
"Savannah, GA",1991,85.3525
"Savannah, GA",1992,89.09
"Savannah, GA",1993,93.065
"Savannah, GA",1994,97.66
"Savannah, GA",1995,101.7625
"Savannah, GA",1996,106.205
"Savannah, GA",1997,111.3425
"Savannah, GA",1998,118.135
"Savannah, GA",1999,124.8025
"Savannah, GA",2000,132.5475
"Savannah, GA",2001,141.535
"Savannah, GA",2002,150.1875
"Savannah, GA",2003,159.9475
"Savannah, GA",2004,176.135
"Savannah, GA",2005,196.9775
"Savannah, GA",2006,217.415
"Savannah, GA",2007,229.04
"Savannah, GA",2008,224.72
"Savannah, GA",2009,216.6075
"Savannah, GA",2010,199.8925
"Savannah, GA",2011,186.34
"Savannah, GA",2012,178.3125
"Savannah, GA",2013,185.1475
"Savannah, GA",2014,192.695
"Savannah, GA",2015,201.2725
"Savannah, GA",2016,211.905
"Savannah, GA",2017,222.37
"Savannah, GA",2018,233.9925
"Savannah, GA",2019,247.935
"Savannah, GA",2020,260.99
"Savannah, GA",2021,296.4975
"Savannah, GA",2022,367.9125
"Savannah, GA",2023,405.45
"Scranton--Wilkes-Barre, PA",1983,46.355
"Scranton--Wilkes-Barre, PA",1984,49.0775
"Scranton--Wilkes-Barre, PA",1985,54.3325
"Scranton--Wilkes-Barre, PA",1986,60.105
"Scranton--Wilkes-Barre, PA",1987,68.2725
"Scranton--Wilkes-Barre, PA",1988,76.7575
"Scranton--Wilkes-Barre, PA",1989,86.245
"Scranton--Wilkes-Barre, PA",1990,90.9625
"Scranton--Wilkes-Barre, PA",1991,95.4275
"Scranton--Wilkes-Barre, PA",1992,100.405
"Scranton--Wilkes-Barre, PA",1993,104.04
"Scranton--Wilkes-Barre, PA",1994,103.1625
"Scranton--Wilkes-Barre, PA",1995,103.675
"Scranton--Wilkes-Barre, PA",1996,108.075
"Scranton--Wilkes-Barre, PA",1997,109.6375
"Scranton--Wilkes-Barre, PA",1998,115.2825
"Scranton--Wilkes-Barre, PA",1999,115.215
"Scranton--Wilkes-Barre, PA",2000,115.905
"Scranton--Wilkes-Barre, PA",2001,123.55
"Scranton--Wilkes-Barre, PA",2002,129.17
"Scranton--Wilkes-Barre, PA",2003,134.1125
"Scranton--Wilkes-Barre, PA",2004,140.7725
"Scranton--Wilkes-Barre, PA",2005,151.6325
"Scranton--Wilkes-Barre, PA",2006,163.2825
"Scranton--Wilkes-Barre, PA",2007,173.245
"Scranton--Wilkes-Barre, PA",2008,175.125
"Scranton--Wilkes-Barre, PA",2009,172.9025
"Scranton--Wilkes-Barre, PA",2010,169.085
"Scranton--Wilkes-Barre, PA",2011,166.145
"Scranton--Wilkes-Barre, PA",2012,165.7425
"Scranton--Wilkes-Barre, PA",2013,163.765
"Scranton--Wilkes-Barre, PA",2014,162.56
"Scranton--Wilkes-Barre, PA",2015,164.7475
"Scranton--Wilkes-Barre, PA",2016,165.5325
"Scranton--Wilkes-Barre, PA",2017,167.9075
"Scranton--Wilkes-Barre, PA",2018,171.7275
"Scranton--Wilkes-Barre, PA",2019,178.7075
"Scranton--Wilkes-Barre, PA",2020,188.71
"Scranton--Wilkes-Barre, PA",2021,212.135
"Scranton--Wilkes-Barre, PA",2022,248.62
"Scranton--Wilkes-Barre, PA",2023,257.165
"Seattle-Bellevue-Kent, WA (MSAD)",1975,20.43
"Seattle-Bellevue-Kent, WA (MSAD)",1976,23.12
"Seattle-Bellevue-Kent, WA (MSAD)",1977,27.9525
"Seattle-Bellevue-Kent, WA (MSAD)",1978,36.3275
"Seattle-Bellevue-Kent, WA (MSAD)",1979,42.6875
"Seattle-Bellevue-Kent, WA (MSAD)",1980,46.8075
"Seattle-Bellevue-Kent, WA (MSAD)",1981,47.7475
"Seattle-Bellevue-Kent, WA (MSAD)",1982,43.905
"Seattle-Bellevue-Kent, WA (MSAD)",1983,48.6525
"Seattle-Bellevue-Kent, WA (MSAD)",1984,50.3625
"Seattle-Bellevue-Kent, WA (MSAD)",1985,52.1375
"Seattle-Bellevue-Kent, WA (MSAD)",1986,53.8225
"Seattle-Bellevue-Kent, WA (MSAD)",1987,56.5825
"Seattle-Bellevue-Kent, WA (MSAD)",1988,60.655
"Seattle-Bellevue-Kent, WA (MSAD)",1989,70.51
"Seattle-Bellevue-Kent, WA (MSAD)",1990,89.675
"Seattle-Bellevue-Kent, WA (MSAD)",1991,92.5025
"Seattle-Bellevue-Kent, WA (MSAD)",1992,94.4125
"Seattle-Bellevue-Kent, WA (MSAD)",1993,96.2
"Seattle-Bellevue-Kent, WA (MSAD)",1994,98.855
"Seattle-Bellevue-Kent, WA (MSAD)",1995,101.42
"Seattle-Bellevue-Kent, WA (MSAD)",1996,104.695
"Seattle-Bellevue-Kent, WA (MSAD)",1997,111.105
"Seattle-Bellevue-Kent, WA (MSAD)",1998,121.565
"Seattle-Bellevue-Kent, WA (MSAD)",1999,131.9925
"Seattle-Bellevue-Kent, WA (MSAD)",2000,142.8475
"Seattle-Bellevue-Kent, WA (MSAD)",2001,152.3575
"Seattle-Bellevue-Kent, WA (MSAD)",2002,159.5875
"Seattle-Bellevue-Kent, WA (MSAD)",2003,166.36
"Seattle-Bellevue-Kent, WA (MSAD)",2004,181.395
"Seattle-Bellevue-Kent, WA (MSAD)",2005,208.9875
"Seattle-Bellevue-Kent, WA (MSAD)",2006,242.9625
"Seattle-Bellevue-Kent, WA (MSAD)",2007,262.18
"Seattle-Bellevue-Kent, WA (MSAD)",2008,252.4275
"Seattle-Bellevue-Kent, WA (MSAD)",2009,226.7075
"Seattle-Bellevue-Kent, WA (MSAD)",2010,210.8
"Seattle-Bellevue-Kent, WA (MSAD)",2011,196.59
"Seattle-Bellevue-Kent, WA (MSAD)",2012,195.4925
"Seattle-Bellevue-Kent, WA (MSAD)",2013,211.4175
"Seattle-Bellevue-Kent, WA (MSAD)",2014,230.97
"Seattle-Bellevue-Kent, WA (MSAD)",2015,252.3175
"Seattle-Bellevue-Kent, WA (MSAD)",2016,282.715
"Seattle-Bellevue-Kent, WA (MSAD)",2017,318.2975
"Seattle-Bellevue-Kent, WA (MSAD)",2018,348.665
"Seattle-Bellevue-Kent, WA (MSAD)",2019,358.42
"Seattle-Bellevue-Kent, WA (MSAD)",2020,377.48
"Seattle-Bellevue-Kent, WA (MSAD)",2021,434.7775
"Seattle-Bellevue-Kent, WA (MSAD)",2022,503.7525
"Seattle-Bellevue-Kent, WA (MSAD)",2023,501.53
"Sebastian-Vero Beach, FL",1983,82.87666667
"Sebastian-Vero Beach, FL",1984,78.535
"Sebastian-Vero Beach, FL",1985,78.685
"Sebastian-Vero Beach, FL",1986,82.7975
"Sebastian-Vero Beach, FL",1987,85.4875
"Sebastian-Vero Beach, FL",1988,85.7225
"Sebastian-Vero Beach, FL",1989,92.455
"Sebastian-Vero Beach, FL",1990,93.0025
"Sebastian-Vero Beach, FL",1991,95.535
"Sebastian-Vero Beach, FL",1992,99.415
"Sebastian-Vero Beach, FL",1993,100.16
"Sebastian-Vero Beach, FL",1994,99.825
"Sebastian-Vero Beach, FL",1995,101.06
"Sebastian-Vero Beach, FL",1996,103.305
"Sebastian-Vero Beach, FL",1997,105.45
"Sebastian-Vero Beach, FL",1998,110.5925
"Sebastian-Vero Beach, FL",1999,113.545
"Sebastian-Vero Beach, FL",2000,119.785
"Sebastian-Vero Beach, FL",2001,131.8375
"Sebastian-Vero Beach, FL",2002,143.6975
"Sebastian-Vero Beach, FL",2003,157.995
"Sebastian-Vero Beach, FL",2004,193.0925
"Sebastian-Vero Beach, FL",2005,249.8225
"Sebastian-Vero Beach, FL",2006,272.795
"Sebastian-Vero Beach, FL",2007,248.205
"Sebastian-Vero Beach, FL",2008,200.105
"Sebastian-Vero Beach, FL",2009,173.6075
"Sebastian-Vero Beach, FL",2010,156.435
"Sebastian-Vero Beach, FL",2011,142.6625
"Sebastian-Vero Beach, FL",2012,143.0625
"Sebastian-Vero Beach, FL",2013,147.8975
"Sebastian-Vero Beach, FL",2014,163.69
"Sebastian-Vero Beach, FL",2015,182.0575
"Sebastian-Vero Beach, FL",2016,201.82
"Sebastian-Vero Beach, FL",2017,226.885
"Sebastian-Vero Beach, FL",2018,244.6
"Sebastian-Vero Beach, FL",2019,257.12
"Sebastian-Vero Beach, FL",2020,273.9525
"Sebastian-Vero Beach, FL",2021,322.39
"Sebastian-Vero Beach, FL",2022,408.4825
"Sebastian-Vero Beach, FL",2023,419.03
"Sebring-Avon Park, FL",1993,101.39
"Sebring-Avon Park, FL",1994,98.5875
"Sebring-Avon Park, FL",1995,102.9425
"Sebring-Avon Park, FL",1996,105.2375
"Sebring-Avon Park, FL",1997,108.6725
"Sebring-Avon Park, FL",1998,112.81
"Sebring-Avon Park, FL",1999,113.02
"Sebring-Avon Park, FL",2000,116.11
"Sebring-Avon Park, FL",2001,126.2225
"Sebring-Avon Park, FL",2002,135.5075
"Sebring-Avon Park, FL",2003,148.005
"Sebring-Avon Park, FL",2004,179.5375
"Sebring-Avon Park, FL",2005,232.5025
"Sebring-Avon Park, FL",2006,279.57
"Sebring-Avon Park, FL",2007,279.845
"Sebring-Avon Park, FL",2008,233.8975
"Sebring-Avon Park, FL",2009,197.29
"Sebring-Avon Park, FL",2010,169.7475
"Sebring-Avon Park, FL",2011,150.705
"Sebring-Avon Park, FL",2012,144.4175
"Sebring-Avon Park, FL",2013,142.105
"Sebring-Avon Park, FL",2014,151.69
"Sebring-Avon Park, FL",2015,165.4025
"Sebring-Avon Park, FL",2016,180.55
"Sebring-Avon Park, FL",2017,196.71
"Sebring-Avon Park, FL",2018,217.5975
"Sebring-Avon Park, FL",2019,231.2575
"Sebring-Avon Park, FL",2020,245.54
"Sebring-Avon Park, FL",2021,296.3075
"Sebring-Avon Park, FL",2022,365.9675
"Sebring-Avon Park, FL",2023,392.24
"Sheboygan, WI",1986,66.49
"Sheboygan, WI",1987,67.35
"Sheboygan, WI",1988,68.9025
"Sheboygan, WI",1989,70.655
"Sheboygan, WI",1990,74.8775
"Sheboygan, WI",1991,77.6475
"Sheboygan, WI",1992,81.4325
"Sheboygan, WI",1993,86.01
"Sheboygan, WI",1994,95.26
"Sheboygan, WI",1995,103.245
"Sheboygan, WI",1996,109.19
"Sheboygan, WI",1997,114.3425
"Sheboygan, WI",1998,118.63
"Sheboygan, WI",1999,123.695
"Sheboygan, WI",2000,129.5775
"Sheboygan, WI",2001,134.5025
"Sheboygan, WI",2002,138.83
"Sheboygan, WI",2003,142.995
"Sheboygan, WI",2004,152.215
"Sheboygan, WI",2005,164.1275
"Sheboygan, WI",2006,170.255
"Sheboygan, WI",2007,174.375
"Sheboygan, WI",2008,171.4025
"Sheboygan, WI",2009,166.6
"Sheboygan, WI",2010,160.4
"Sheboygan, WI",2011,154.4475
"Sheboygan, WI",2012,153.74
"Sheboygan, WI",2013,152.445
"Sheboygan, WI",2014,152.06
"Sheboygan, WI",2015,155.41
"Sheboygan, WI",2016,161.935
"Sheboygan, WI",2017,171.135
"Sheboygan, WI",2018,182.155
"Sheboygan, WI",2019,190.925
"Sheboygan, WI",2020,200.215
"Sheboygan, WI",2021,223.73
"Sheboygan, WI",2022,257.3725
"Sheboygan, WI",2023,284.975
"Sherman-Denison, TX",1986,102.47
"Sherman-Denison, TX",1987,100.76
"Sherman-Denison, TX",1988,92.1425
"Sherman-Denison, TX",1989,91.9425
"Sherman-Denison, TX",1990,91.1975
"Sherman-Denison, TX",1991,91.5725
"Sherman-Denison, TX",1992,96.6925
"Sherman-Denison, TX",1993,98.3375
"Sherman-Denison, TX",1994,99.955
"Sherman-Denison, TX",1995,104.0975
"Sherman-Denison, TX",1996,110.8175
"Sherman-Denison, TX",1997,113.6875
"Sherman-Denison, TX",1998,117.955
"Sherman-Denison, TX",1999,122.75
"Sherman-Denison, TX",2000,129.8475
"Sherman-Denison, TX",2001,137.24
"Sherman-Denison, TX",2002,142.735
"Sherman-Denison, TX",2003,146.455
"Sherman-Denison, TX",2004,149.68
"Sherman-Denison, TX",2005,157.6725
"Sherman-Denison, TX",2006,163.7725
"Sherman-Denison, TX",2007,167.4675
"Sherman-Denison, TX",2008,170.94
"Sherman-Denison, TX",2009,169.295
"Sherman-Denison, TX",2010,164.22
"Sherman-Denison, TX",2011,165.2325
"Sherman-Denison, TX",2012,164.6925
"Sherman-Denison, TX",2013,172.2025
"Sherman-Denison, TX",2014,180.6525
"Sherman-Denison, TX",2015,193.1125
"Sherman-Denison, TX",2016,208.9325
"Sherman-Denison, TX",2017,228.4725
"Sherman-Denison, TX",2018,247.555
"Sherman-Denison, TX",2019,260.5225
"Sherman-Denison, TX",2020,275.67
"Sherman-Denison, TX",2021,321.4675
"Sherman-Denison, TX",2022,405.2225
"Sherman-Denison, TX",2023,418.435
"Shreveport-Bossier City, LA",1984,94.65333333
"Shreveport-Bossier City, LA",1985,94.335
"Shreveport-Bossier City, LA",1986,96.6325
"Shreveport-Bossier City, LA",1987,92.6575
"Shreveport-Bossier City, LA",1988,86.5875
"Shreveport-Bossier City, LA",1989,84.74
"Shreveport-Bossier City, LA",1990,85.025
"Shreveport-Bossier City, LA",1991,85.6825
"Shreveport-Bossier City, LA",1992,89.59
"Shreveport-Bossier City, LA",1993,92.8025
