"","City","State","Income","MoE","Year"
"2645","Cicero town"," Illinois",44664,4168,2015
"2655","Decatur city"," Illinois",41119,2582,2015
"2665","Elgin city"," Illinois",57097,5848,2015
"2675","Evanston city"," Illinois",70969,6625,2015
"2685","Joliet city"," Illinois",58363,4548,2015
"2695","Naperville city"," Illinois",105848,6678,2015
"2705","Palatine village"," Illinois",75997,9307,2015
"2719","Peoria city"," Illinois",49121,3550,2015
"2725","Rockford city"," Illinois",40720,2961,2015
"2735","Schaumburg village"," Illinois",73537,4506,2015
"2745","Skokie village"," Illinois",67338,9546,2015
"2755","Springfield city"," Illinois",52102,4426,2015
"2765","Waukegan city"," Illinois",49203,5204,2015
"2775","Bloomington city"," Indiana",31115,2445,2015
"2785","Carmel city"," Indiana",108660,8701,2015
"2795","Evansville city"," Indiana",35293,3031,2015
"2805","Fishers town"," Indiana",109397,9812,2015
"2819","Fort Wayne city"," Indiana",44977,2232,2015
"2825","Gary city"," Indiana",30467,2075,2015
"2835","Hammond city"," Indiana",41359,3587,2015
"2845","Indianapolis city (balance)"," Indiana",41278,823,2015
"2855","Lafayette city"," Indiana",41328,3214,2015
"2865","Muncie city"," Indiana",32334,4821,2015
"2875","South Bend city"," Indiana",36273,1808,2015
"2885","Ames city"," Iowa",42446,6826,2015
"2895","Cedar Rapids city"," Iowa",51011,3859,2015
"2905","Davenport city"," Iowa",49745,5197,2015
"2919","Des Moines city"," Iowa",49072,2583,2015
"2925","Iowa City city"," Iowa",47593,6534,2015
"2935","Sioux City city"," Iowa",47584,7117,2015
"2945","Waterloo city"," Iowa",44153,3714,2015
"2955","Kansas City city"," Kansas",41255,1515,2015
"2965","Lawrence city"," Kansas",46564,5197,2015
"2975","Olathe city"," Kansas",80242,3568,2015
"2985","Overland Park city"," Kansas",81144,4209,2015
"2995","Shawnee city"," Kansas",88636,9353,2015
"3005","Topeka city"," Kansas",43860,4250,2015
"3019","Wichita city"," Kansas",46894,1775,2015
"3025","Lexington-Fayette urban county"," Kentucky",51948,1988,2015
"3035","Louisville/Jefferson County metro government (balance)"," Kentucky",48100,2089,2015
"3045","Baton Rouge city"," Louisiana",41224,3455,2015
"3055","Bossier City city"," Louisiana",46322,6317,2015
"3065","Kenner city"," Louisiana",44647,7279,2015
"3075","Lafayette city"," Louisiana",47830,5000,2015
"3085","Lake Charles city"," Louisiana",38256,3898,2015
"3095","Metairie CDP"," Louisiana",53715,2980,2015
"3109","New Orleans city"," Louisiana",39077,2108,2015
"3119","Shreveport city"," Louisiana",38497,3370,2015
"3125","Portland city"," Maine",52139,4867,2015
"3135","Baltimore city"," Maryland",44165,2247,2015
"3145","Columbia CDP"," Maryland",102431,7991,2015
"3155","Ellicott City CDP"," Maryland",113378,10827,2015
"3165","Frederick city"," Maryland",62500,6571,2015
"3175","Gaithersburg city"," Maryland",85854,7581,2015
"3185","Germantown CDP"," Maryland",85091,7952,2015
"3195","Glen Burnie CDP"," Maryland",66111,7236,2015
"3205","Rockville city"," Maryland",97377,11332,2015
"3219","Silver Spring CDP"," Maryland",67623,10462,2015
"3225","Waldorf CDP"," Maryland",87223,7191,2015
"3235","Boston city"," Massachusetts",58263,2970,2015
"3245","Brockton city"," Massachusetts",43206,5274,2015
"3255","Cambridge city"," Massachusetts",89847,6194,2015
"3265","Fall River city"," Massachusetts",39547,3842,2015
"3275","Framingham CDP"," Massachusetts",70355,11088,2015
"3285","Lawrence city"," Massachusetts",36969,6182,2015
"3295","Lowell city"," Massachusetts",47727,4603,2015
"3305","Lynn city"," Massachusetts",49332,6237,2015
"3319","New Bedford city"," Massachusetts",36808,2190,2015
"3325","Newton city"," Massachusetts",126649,10649,2015
"3335","Quincy city"," Massachusetts",66415,6198,2015
"3345","Somerville city"," Massachusetts",86012,9309,2015
"3355","Springfield city"," Massachusetts",38398,3050,2015
"3365","Worcester city"," Massachusetts",43572,3038,2015
"3375","Ann Arbor city"," Michigan",55669,3158,2015
"3385","Dearborn city"," Michigan",51424,3105,2015
"3395","Detroit city"," Michigan",25980,872,2015
"3405","Farmington Hills city"," Michigan",70393,3424,2015
"3419","Flint city"," Michigan",25342,3146,2015
"3425","Grand Rapids city"," Michigan",41857,1580,2015
"3435","Kalamazoo city"," Michigan",36536,4479,2015
"3445","Lansing city"," Michigan",37426,2364,2015
"3455","Livonia city"," Michigan",72061,3734,2015
"3465","Rochester Hills city"," Michigan",81124,7831,2015
"3475","Southfield city"," Michigan",50557,4611,2015
"3485","Sterling Heights city"," Michigan",61809,3481,2015
"3495","Troy city"," Michigan",87447,9578,2015
"3505","Warren city"," Michigan",43379,2845,2015
"3519","Westland city"," Michigan",45538,3316,2015
"3525","Wyoming city"," Michigan",44047,5757,2015
"3535","Bloomington city"," Minnesota",67845,3573,2015
"3545","Brooklyn Park city"," Minnesota",62164,5919,2015
"3555","Duluth city"," Minnesota",47832,4858,2015
"3565","Eagan city"," Minnesota",78417,6002,2015
"3575","Maple Grove city"," Minnesota",89498,9441,2015
"3585","Minneapolis city"," Minnesota",54571,2242,2015
"3595","Plymouth city"," Minnesota",93203,7746,2015
"3605","Rochester city"," Minnesota",66340,2635,2015
"3619","St. Cloud city"," Minnesota",43647,3337,2015
"3625","St. Paul city"," Minnesota",50267,1891,2015
"3635","Woodbury city"," Minnesota",101785,9496,2015
"3645","Gulfport city"," Mississippi",37268,4264,2015
"3655","Jackson city"," Mississippi",32482,2273,2015
"3665","Columbia city"," Missouri",44160,4496,2015
"3675","Independence city"," Missouri",42229,3352,2015
"3685","Kansas City city"," Missouri",50259,2269,2015
"3695","Lee's Summit city"," Missouri",75020,6614,2015
"3705","O'Fallon city"," Missouri",74961,8885,2015
"3719","St. Charles city"," Missouri",59006,6473,2015
"3725","St. Joseph city"," Missouri",46398,3939,2015
"3735","St. Louis city"," Missouri",38397,1795,2015
"3745","Springfield city"," Missouri",36107,1641,2015
"3755","Billings city"," Montana",58375,3066,2015
"3765","Missoula city"," Montana",37444,5326,2015
"3775","Lincoln city"," Nebraska",51503,1416,2015
"3785","Omaha city"," Nebraska",51407,1157,2015
"3795","Enterprise CDP"," Nevada",70445,5109,2015
"3805","Henderson city"," Nevada",64035,5371,2015
"3819","Las Vegas city"," Nevada",49676,2023,2015
"3825","North Las Vegas city"," Nevada",53952,4147,2015
"3835","Paradise CDP"," Nevada",41646,1936,2015
"3845","Reno city"," Nevada",50451,3611,2015
"3855","Sparks city"," Nevada",52453,5355,2015
"3865","Spring Valley CDP"," Nevada",49305,3942,2015
"3875","Sunrise Manor CDP"," Nevada",39790,3063,2015
"3885","Manchester city"," New Hampshire",54596,5136,2015
"3895","Nashua city"," New Hampshire",67441,3488,2015
"3905","Bayonne city"," New Jersey",53731,6731,2015
"3919","Camden city"," New Jersey",25643,2408,2015
"3925","Clifton city"," New Jersey",64700,7671,2015
"3935","East Orange city"," New Jersey",40723,7467,2015
"3945","Elizabeth city"," New Jersey",44016,3445,2015
"3955","Jersey City city"," New Jersey",59485,4214,2015
"3965","Newark city"," New Jersey",30966,1386,2015
"3975","Passaic city"," New Jersey",26922,3865,2015
"3985","Paterson city"," New Jersey",31552,2072,2015
"3995","Toms River CDP"," New Jersey",75140,8317,2015
"4005","Trenton city"," New Jersey",35041,3678,2015
"4019","Union City city"," New Jersey",45558,4076,2015
"4025","Albuquerque city"," New Mexico",47096,1745,2015
"4035","Las Cruces city"," New Mexico",40994,1702,2015
"4045","Rio Rancho city"," New Mexico",64475,3058,2015
"4055","Santa Fe city"," New Mexico",53635,4522,2015
"4065","Albany city"," New York",38267,3964,2015
"4075","Brentwood CDP"," New York",76941,10654,2015
"4085","Buffalo city"," New York",32509,2333,2015
"4095","Cheektowaga CDP"," New York",52229,5722,2015
"4109","Mount Vernon city"," New York",58097,6060,2015
"4119","New Rochelle city"," New York",76496,8893,2015
"4125","New York city"," New York",55752,592,2015
"4135","Rochester city"," New York",31946,1373,2015
"4145","Schenectady city"," New York",46461,4842,2015
"4155","Syracuse city"," New York",36457,1922,2015
"4165","Yonkers city"," New York",56979,4203,2015
"4175","Asheville city"," North Carolina",43061,3662,2015
"4185","Cary town"," North Carolina",95374,6398,2015
"4195","Charlotte city"," North Carolina",53919,1998,2015
"4205","Concord city"," North Carolina",52834,6883,2015
"4219","Durham city"," North Carolina",52106,2696,2015
"4225","Fayetteville city"," North Carolina",40408,1935,2015
"4235","Gastonia city"," North Carolina",42713,3606,2015
"4245","Greensboro city"," North Carolina",44934,2516,2015
"4255","Greenville city"," North Carolina",34305,4215,2015
"4265","High Point city"," North Carolina",40263,3035,2015
"4275","Jacksonville city"," North Carolina",41375,5412,2015
"4285","Raleigh city"," North Carolina",56910,2035,2015
"4295","Wilmington city"," North Carolina",42232,3691,2015
"4305","Winston-Salem city"," North Carolina",41287,2473,2015
"4319","Bismarck city"," North Dakota",57596,6081,2015
"4325","Fargo city"," North Dakota",45856,3997,2015
"4335","Akron city"," Ohio",34639,2624,2015
"4345","Canton city"," Ohio",30601,3825,2015
"4355","Cincinnati city"," Ohio",35001,2472,2015
"4365","Cleveland city"," Ohio",28831,1262,2015
"4375","Columbus city"," Ohio",47401,1636,2015
"4385","Dayton city"," Ohio",30135,2414,2015
"4395","Lorain city"," Ohio",35447,2823,2015
"4405","Parma city"," Ohio",52093,4263,2015
"4419","Toledo city"," Ohio",35289,1344,2015
"4425","Youngstown city"," Ohio",23984,2568,2015
"4435","Broken Arrow city"," Oklahoma",70242,2573,2015
"4445","Edmond city"," Oklahoma",73885,5865,2015
"4455","Lawton city"," Oklahoma",42635,5436,2015
"4465","Norman city"," Oklahoma",54159,6372,2015
"4475","Oklahoma City city"," Oklahoma",50739,1005,2015
"4485","Tulsa city"," Oklahoma",43322,1648,2015
"4495","Beaverton city"," Oregon",56564,5783,2015
"4505","Bend city"," Oregon",52905,9039,2015
"4519","Eugene city"," Oregon",45927,3977,2015
"4525","Gresham city"," Oregon",46457,3485,2015
"4535","Hillsboro city"," Oregon",72242,5007,2015
"4545","Medford city"," Oregon",40806,3060,2015
"4555","Portland city"," Oregon",60892,1107,2015
"4565","Salem city"," Oregon",49037,3561,2015
"4575","Allentown city"," Pennsylvania",37146,3392,2015
"4585","Bethlehem city"," Pennsylvania",47289,6720,2015
"4595","Erie city"," Pennsylvania",35139,3611,2015
"4605","Philadelphia city"," Pennsylvania",41233,797,2015
"4619","Pittsburgh city"," Pennsylvania",41293,1671,2015
"4625","Reading city"," Pennsylvania",26531,2824,2015
"4635","Scranton city"," Pennsylvania",36630,2722,2015
"4645","Cranston city"," Rhode Island",61963,7299,2015
"4655","Pawtucket city"," Rhode Island",43886,4105,2015
"4665","Providence city"," Rhode Island",39015,3770,2015
"4675","Warwick city"," Rhode Island",74570,4845,2015
"4685","Charleston city"," South Carolina",61993,5749,2015
"4695","Columbia city"," South Carolina",41435,2364,2015
"4705","Mount Pleasant town"," South Carolina",82826,12328,2015
"4719","North Charleston city"," South Carolina",40365,3761,2015
"4725","Rock Hill city"," South Carolina",40885,4789,2015
"4735","Rapid City city"," South Dakota",49702,3174,2015
"4745","Sioux Falls city"," South Dakota",53802,3124,2015
"4755","Chattanooga city"," Tennessee",40004,2287,2015
"4765","Clarksville city"," Tennessee",46113,1866,2015
"4775","Franklin city"," Tennessee",91786,9375,2015
"4785","Jackson city"," Tennessee",43876,6775,2015
"4795","Johnson City city"," Tennessee",40481,3755,2015
"4805","Knoxville city"," Tennessee",37200,2863,2015
"4819","Memphis city"," Tennessee",36908,897,2015
"4825","Murfreesboro city"," Tennessee",52266,4031,2015
"4835","Nashville-Davidson metropolitan government (balance)"," Tennessee",51393,1404,2015
"4845","Abilene city"," Texas",44176,6408,2015
"4855","Allen city"," Texas",100167,7523,2015
"4865","Amarillo city"," Texas",50192,2681,2015
"4875","Arlington city"," Texas",53487,3042,2015
"4885","Atascocita CDP"," Texas",87235,16922,2015
"4895","Austin city"," Texas",62250,1457,2015
"4905","Baytown city"," Texas",51791,6418,2015
"4919","Beaumont city"," Texas",47570,3199,2015
"4925","Brownsville city"," Texas",34050,3229,2015
"4935","Bryan city"," Texas",44486,6554,2015
"4945","Carrollton city"," Texas",67365,7691,2015
"4955","Cedar Park city"," Texas",90762,10784,2015
"4965","College Station city"," Texas",37478,4531,2015
"4975","Conroe city"," Texas",50112,7040,2015
"4985","Corpus Christi city"," Texas",51255,2134,2015
"4995","Dallas city"," Texas",45918,937,2015
"5005","Denton city"," Texas",52023,3522,2015
"5019","Edinburg city"," Texas",41004,4323,2015
"5025","El Paso city"," Texas",45069,1995,2015
"5035","Flower Mound town"," Texas",120084,6411,2015
"5045","Fort Worth city"," Texas",55888,1536,2015
"5055","Frisco city"," Texas",123055,8926,2015
"5065","Garland city"," Texas",55725,2671,2015
"5075","Grand Prairie city"," Texas",60838,3156,2015
"5085","Harlingen city"," Texas",35810,4381,2015
"5095","Houston city"," Texas",48064,1178,2015
"5109","Irving city"," Texas",56846,3447,2015
"5119","Killeen city"," Texas",44716,3028,2015
"5125","Laredo city"," Texas",40660,2532,2015
"5135","League City city"," Texas",111819,15784,2015
"5145","Lewisville city"," Texas",56254,3215,2015
"5155","Longview city"," Texas",44969,4364,2015
"5165","Lubbock city"," Texas",45551,2004,2015
"5175","McAllen city"," Texas",45186,7028,2015
"5185","McKinney city"," Texas",83317,5097,2015
"5195","Mesquite city"," Texas",47518,4456,2015
"5205","Midland city"," Texas",80700,7799,2015
"5219","Mission city"," Texas",47205,7728,2015
"5225","Missouri City city"," Texas",92696,7738,2015
"5235","New Braunfels city"," Texas",61330,3598,2015
"5245","North Richland Hills city"," Texas",61498,6461,2015
"5255","Odessa city"," Texas",66585,5097,2015
"5265","Pasadena city"," Texas",50236,2985,2015
"5275","Pearland city"," Texas",97209,5154,2015
"5285","Pharr city"," Texas",33269,5484,2015
"5295","Plano city"," Texas",83769,4353,2015
"5305","Richardson city"," Texas",80398,7796,2015
"5319","Round Rock city"," Texas",75974,5140,2015
"5325","San Angelo city"," Texas",46353,6950,2015
"5335","San Antonio city"," Texas",48869,1323,2015
"5345","Sugar Land city"," Texas",111124,12915,2015
"5355","Temple city"," Texas",44749,4706,2015
"5365","The Woodlands CDP"," Texas",111327,17841,2015
"5375","Tyler city"," Texas",43222,4378,2015
"5385","Victoria city"," Texas",53779,5693,2015
"5395","Waco city"," Texas",36792,3651,2015
"5405","Wichita Falls city"," Texas",44448,4257,2015
"5419","Layton city"," Utah",73242,7476,2015
"5425","Ogden city"," Utah",42460,3192,2015
"5435","Orem city"," Utah",55581,3739,2015
"5445","Provo city"," Utah",46388,3916,2015
"5455","St. George city"," Utah",55094,3740,2015
"5465","Salt Lake City city"," Utah",48761,4251,2015
"5475","Sandy city"," Utah",81581,2961,2015
"5485","South Jordan city"," Utah",99681,7210,2015
"5495","West Jordan city"," Utah",68928,6861,2015
"5505","West Valley City city"," Utah",57111,3746,2015
"5519","Alexandria city"," Virginia",90056,4336,2015
"5525","Arlington CDP"," Virginia",106768,6543,2015
"5535","Centreville CDP"," Virginia",104056,7028,2015
"5545","Chesapeake city"," Virginia",67491,4112,2015
"5555","Dale City CDP"," Virginia",82994,5752,2015
"5565","Hampton city"," Virginia",51867,4923,2015
"5574","Lynchburg city"," Virginia",39374,3181,2015
"5584","Newport News city"," Virginia",48630,3600,2015
"5594","Norfolk city"," Virginia",45996,2137,2015
"5604","Portsmouth city"," Virginia",49242,4470,2015
"5618","Richmond city"," Virginia",39906,2036,2015
"5624","Roanoke city"," Virginia",39835,3741,2015
"5634","Suffolk city"," Virginia",61203,3861,2015
"5643","Virginia Beach city"," Virginia",67281,1670,2015
"5653","Auburn city"," Washington",70602,4836,2015
"5663","Bellevue city"," Washington",98804,6359,2015
"5673","Bellingham city"," Washington",49245,5610,2015
"5683","Everett city"," Washington",51755,3020,2015
"5693","Federal Way city"," Washington",62174,5718,2015
"5702","Kennewick city"," Washington",52202,6147,2015
"5716","Kent city"," Washington",66790,3700,2015
"5722","Kirkland city"," Washington",102420,7125,2015
"5732","Marysville city"," Washington",75120,4530,2015
"5742","Pasco city"," Washington",60054,4482,2015
"5752","Renton city"," Washington",68656,4493,2015
"5762","Seattle city"," Washington",80349,2572,2015
"5772","Spokane city"," Washington",44350,2468,2015
"5782","Spokane Valley city"," Washington",43296,3142,2015
"5792","Tacoma city"," Washington",52437,3123,2015
"5802","Vancouver city"," Washington",51988,1874,2015
"5816","Yakima city"," Washington",44050,4394,2015
"5822","Appleton city"," Wisconsin",49405,3448,2015
"5832","Eau Claire city"," Wisconsin",48631,3302,2015
"5841","Green Bay city"," Wisconsin",41811,3473,2015
"5851","Kenosha city"," Wisconsin",48235,4304,2015
"5861","Madison city"," Wisconsin",57690,2473,2015
"5871","Milwaukee city"," Wisconsin",37495,1521,2015
"5881","Oshkosh city"," Wisconsin",44689,3166,2015
"5891","Racine city"," Wisconsin",42472,6823,2015
"5901","Waukesha city"," Wisconsin",60734,2215,2015
"5915","Bayamón zona urbana"," Puerto Rico",25352,2073,2015
"5921","Caguas zona urbana"," Puerto Rico",21204,3540,2015
"593","Carolina zona urbana"," Puerto Rico",27062,3460,2015
"594","Guaynabo zona urbana"," Puerto Rico",46104,4565,2015
"595","Mayagüez zona urbana"," Puerto Rico",12734,1777,2015
"596","Ponce zona urbana"," Puerto Rico",15751,988,2015
"597","San Juan zona urbana"," Puerto Rico",18887,1482,2015
"2120","Birmingham city"," Alabama",36241,NA,2016
"3120","Dothan city"," Alabama",42336,NA,2016
"4120","Hoover city"," Alabama",79004,NA,2016
"5120","Huntsville city"," Alabama",51895,NA,2016
"659","Mobile city"," Alabama",39463,NA,2016
"720","Montgomery city"," Alabama",41625,NA,2016
"820","Tuscaloosa city"," Alabama",39298,NA,2016
"920","Anchorage municipality"," Alaska",85634,NA,2016
"1020","Avondale city"," Arizona",58404,NA,2016
"1120","Casas Adobes CDP"," Arizona",63407,NA,2016
"1220","Chandler city"," Arizona",75369,NA,2016
"1320","Flagstaff city"," Arizona",59658,NA,2016
"1420","Gilbert town"," Arizona",91576,NA,2016
"1520","Glendale city"," Arizona",51022,NA,2016
"1620","Goodyear city"," Arizona",73960,NA,2016
"1720","Mesa city"," Arizona",52393,NA,2016
"1820","Peoria city"," Arizona",68882,NA,2016
"1920","Phoenix city"," Arizona",52062,NA,2016
"2020","San Tan Valley CDP"," Arizona",58608,NA,2016
"2126","Scottsdale city"," Arizona",81381,NA,2016
"2220","Surprise city"," Arizona",60521,NA,2016
"2320","Tempe city"," Arizona",56365,NA,2016
"2420","Tucson city"," Arizona",40021,NA,2016
"2520","Yuma city"," Arizona",42731,NA,2016
"2620","Conway city"," Arkansas",49183,NA,2016
"2720","Fayetteville city"," Arkansas",38202,NA,2016
"2820","Fort Smith city"," Arkansas",38051,NA,2016
"2920","Jonesboro city"," Arkansas",41434,NA,2016
"3020","Little Rock city"," Arkansas",45605,NA,2016
"3126","North Little Rock city"," Arkansas",40507,NA,2016
"3220","Rogers city"," Arkansas",53179,NA,2016
"3320","Springdale city"," Arkansas",47523,NA,2016
"3420","Alameda city"," California",92377,NA,2016
"3520","Alhambra city"," California",52819,NA,2016
"3620","Anaheim city"," California",64464,NA,2016
"3720","Antioch city"," California",81203,NA,2016
"3820","Apple Valley town"," California",46682,NA,2016
"3920","Arden-Arcade CDP"," California",41786,NA,2016
"4020","Bakersfield city"," California",59233,NA,2016
"4126","Baldwin Park city"," California",63549,NA,2016
"4220","Bellflower city"," California",49750,NA,2016
"4320","Berkeley city"," California",78121,NA,2016
"4420","Buena Park city"," California",70224,NA,2016
"4520","Burbank city"," California",72618,NA,2016
"4620","Camarillo city"," California",79397,NA,2016
"4720","Carlsbad city"," California",113217,NA,2016
"4820","Carmichael CDP"," California",58489,NA,2016
"4920","Carson city"," California",80616,NA,2016
"5020","Castro Valley CDP"," California",90075,NA,2016
"5126","Chico city"," California",39488,NA,2016
"5220","Chino city"," California",68666,NA,2016
"5320","Chino Hills city"," California",99324,NA,2016
"5420","Chula Vista city"," California",68699,NA,2016
"5520","Citrus Heights city"," California",59465,NA,2016
"5619","Clovis city"," California",65976,NA,2016
"5717","Compton city"," California",49125,NA,2016
"5817","Concord city"," California",76335,NA,2016
"5916","Corona city"," California",71584,NA,2016
"6015","Costa Mesa city"," California",81019,NA,2016
"6115","Daly City city"," California",89843,NA,2016
"6215","Davis city"," California",64452,NA,2016
"6315","Downey city"," California",65578,NA,2016
"6414","East Los Angeles CDP"," California",42352,NA,2016
"6510","El Cajon city"," California",45577,NA,2016
"666","Elk Grove city"," California",91899,NA,2016
"676","El Monte city"," California",48434,NA,2016
"686","Escondido city"," California",60328,NA,2016
"696","Fairfield city"," California",69235,NA,2016
"706","Florence-Graham CDP"," California",35546,NA,2016
"7110","Folsom city"," California",102460,NA,2016
"726","Fontana city"," California",66073,NA,2016
"736","Fremont city"," California",122419,NA,2016
"746","Fresno city"," California",44905,NA,2016
"756","Fullerton city"," California",72656,NA,2016
"766","Garden Grove city"," California",63566,NA,2016
"776","Glendale city"," California",64611,NA,2016
"786","Hawthorne city"," California",48354,NA,2016
"796","Hayward city"," California",75352,NA,2016
"806","Hemet city"," California",37314,NA,2016
"8110","Hesperia city"," California",51255,NA,2016
"826","Huntington Beach city"," California",86112,NA,2016
"836","Indio city"," California",40449,NA,2016
"846","Inglewood city"," California",51620,NA,2016
"856","Irvine city"," California",97496,NA,2016
"866","Jurupa Valley city"," California",61800,NA,2016
"876","Laguna Niguel city"," California",107101,NA,2016
"886","Lake Forest city"," California",100557,NA,2016
"896","Lakewood city"," California",86068,NA,2016
"906","Lancaster city"," California",46910,NA,2016
"9110","Livermore city"," California",111625,NA,2016
"926","Long Beach city"," California",60075,NA,2016
"936","Los Angeles city"," California",54432,NA,2016
"946","Lynwood city"," California",45201,NA,2016
"956","Manteca city"," California",62106,NA,2016
"966","Menifee city"," California",59895,NA,2016
"976","Merced city"," California",41312,NA,2016
"986","Milpitas city"," California",116056,NA,2016
"996","Mission Viejo city"," California",111503,NA,2016
"1006","Modesto city"," California",55013,NA,2016
"10110","Moreno Valley city"," California",64008,NA,2016
"1026","Mountain View city"," California",121533,NA,2016
"1036","Murrieta city"," California",81467,NA,2016
"1046","Napa city"," California",68198,NA,2016
"1056","Newport Beach city"," California",113300,NA,2016
"1066","Norwalk city"," California",63143,NA,2016
"1076","Oakland city"," California",68060,NA,2016
"1086","Oceanside city"," California",60487,NA,2016
"1096","Ontario city"," California",55982,NA,2016
"1106","Orange city"," California",84141,NA,2016
"11110","Oxnard city"," California",64279,NA,2016
"1126","Palmdale city"," California",52423,NA,2016
"1136","Palo Alto city"," California",132673,NA,2016
"1146","Pasadena city"," California",76263,NA,2016
"1156","Perris city"," California",48974,NA,2016
"1166","Pittsburg city"," California",67392,NA,2016
"1176","Pleasanton city"," California",142412,NA,2016
"1186","Pomona city"," California",53972,NA,2016
"1196","Rancho Cordova city"," California",56890,NA,2016
"1206","Rancho Cucamonga city"," California",81286,NA,2016
"12110","Redding city"," California",46749,NA,2016
"1226","Redlands city"," California",72094,NA,2016
"1236","Redondo Beach city"," California",97169,NA,2016
"1246","Redwood City city"," California",100949,NA,2016
"1256","Rialto city"," California",53582,NA,2016
"1266","Richmond city"," California",61814,NA,2016
"1276","Riverside city"," California",63548,NA,2016
"1286","Roseville city"," California",86275,NA,2016
"1296","Sacramento city"," California",55187,NA,2016
"1306","Salinas city"," California",58089,NA,2016
"13110","San Bernardino city"," California",39472,NA,2016
"1326","San Buenaventura (Ventura) city"," California",74680,NA,2016
"1336","San Clemente city"," California",80382,NA,2016
"1346","San Diego city"," California",71481,NA,2016
"1356","San Francisco city"," California",103801,NA,2016
"1366","San Jose city"," California",101940,NA,2016
"1376","San Leandro city"," California",65963,NA,2016
"1386","San Marcos city"," California",81709,NA,2016
"1396","San Mateo city"," California",114444,NA,2016
"1406","San Ramon city"," California",151327,NA,2016
"14110","Santa Ana city"," California",61895,NA,2016
"1426","Santa Barbara city"," California",67593,NA,2016
"1436","Santa Clara city"," California",110110,NA,2016
"1446","Santa Clarita city"," California",94649,NA,2016
"1456","Santa Maria city"," California",55775,NA,2016
"1466","Santa Monica city"," California",90088,NA,2016
"1476","Santa Rosa city"," California",71854,NA,2016
"1486","Simi Valley city"," California",94363,NA,2016
"1496","South Gate city"," California",46556,NA,2016
"1506","South San Francisco city"," California",90545,NA,2016
"15110","Stockton city"," California",49271,NA,2016
"1526","Sunnyvale city"," California",121546,NA,2016
"1536","Temecula city"," California",90179,NA,2016
"1546","Thousand Oaks city"," California",100578,NA,2016
"1556","Torrance city"," California",85710,NA,2016
"1566","Tracy city"," California",81576,NA,2016
"1576","Turlock city"," California",50691,NA,2016
"1586","Tustin city"," California",71601,NA,2016
"1596","Union City city"," California",98367,NA,2016
"1606","Upland city"," California",65578,NA,2016
"16110","Vacaville city"," California",85422,NA,2016
"1626","Vallejo city"," California",65241,NA,2016
"1636","Victorville city"," California",48065,NA,2016
"1646","Visalia city"," California",55280,NA,2016
"1656","Vista city"," California",61433,NA,2016
"1666","Walnut Creek city"," California",89814,NA,2016
"1676","West Covina city"," California",74076,NA,2016
"1686","Westminster city"," California",60426,NA,2016
"1696","Whittier city"," California",73866,NA,2016
"1706","Yorba Linda city"," California",126350,NA,2016
"17110","Yuba City city"," California",50246,NA,2016
"1726","Arvada city"," Colorado",75082,NA,2016
"1736","Aurora city"," Colorado",59467,NA,2016
"1746","Boulder city"," Colorado",70158,NA,2016
"1756","Broomfield city"," Colorado",84349,NA,2016
"1766","Centennial city"," Colorado",102237,NA,2016
"1776","Colorado Springs city"," Colorado",60308,NA,2016
"1786","Denver city"," Colorado",61105,NA,2016
"1796","Fort Collins city"," Colorado",59357,NA,2016
"1806","Greeley city"," Colorado",51205,NA,2016
"18110","Highlands Ranch CDP"," Colorado",114288,NA,2016
"1826","Lakewood city"," Colorado",59144,NA,2016
"1836","Longmont city"," Colorado",60661,NA,2016
"1846","Loveland city"," Colorado",67812,NA,2016
"1856","Pueblo city"," Colorado",38380,NA,2016
"1866","Thornton city"," Colorado",75289,NA,2016
"1876","Westminster city"," Colorado",71313,NA,2016
"1886","Bridgeport city"," Connecticut",42113,NA,2016
"1896","Danbury city"," Connecticut",70187,NA,2016
"1906","Hartford city"," Connecticut",36637,NA,2016
"19110","New Britain city"," Connecticut",41128,NA,2016
"1926","New Haven city"," Connecticut",40457,NA,2016
"1936","Norwalk city"," Connecticut",88209,NA,2016
"1946","Stamford city"," Connecticut",87662,NA,2016
"1956","Waterbury city"," Connecticut",38752,NA,2016
"1966","Wilmington city"," Delaware",36435,NA,2016
"1976","Washington city"," District of Columbia",75506,NA,2016
"1986","Alafaya CDP"," Florida",65655,NA,2016
"1996","Boca Raton city"," Florida",68804,NA,2016
"2006","Boynton Beach city"," Florida",53188,NA,2016
"20110","Brandon CDP"," Florida",60476,NA,2016
"2026","Cape Coral city"," Florida",57006,NA,2016
"2036","Clearwater city"," Florida",41844,NA,2016
"2046","Coral Springs city"," Florida",70031,NA,2016
"2056","Davie town"," Florida",64986,NA,2016
"2066","Daytona Beach city"," Florida",31273,NA,2016
"2076","Deerfield Beach city"," Florida",43556,NA,2016
"2086","Delray Beach city"," Florida",53620,NA,2016
"2096","Deltona city"," Florida",48161,NA,2016
"21010","Fort Lauderdale city"," Florida",52813,NA,2016
"21110","Fort Myers city"," Florida",36485,NA,2016
"2127","Gainesville city"," Florida",32968,NA,2016
"2136","Hialeah city"," Florida",30495,NA,2016
"2146","Hollywood city"," Florida",52682,NA,2016
"2156","Homestead city"," Florida",32001,NA,2016
"2166","Jacksonville city"," Florida",51298,NA,2016
"2176","Kendall CDP"," Florida",62796,NA,2016
"2186","Kissimmee city"," Florida",37232,NA,2016
"2196","Lakeland city"," Florida",47311,NA,2016
